Constituent ID,Constituent type,Constituent codes,Lifetime giving,First gift amount,First gift type,First gift date,Latest gift amount,Latest gift type,Latest gift date,Greatest gift amount,Greatest gift type,Greatest gift date,Prospect status,Last action category,Last action date,Prospect classification,Gender,Spouse,Tags,BPI - Bass Society,"Committee, WSF Board+","Committee, WSF-Driven","Committees, Outside",Community Groups,"Events, BPI","Events, Community Conversations","Events, Donor","Events, PA","Events, Prospect","Events, Sponsor","Events, Volunteer","Events, Womens Fund","Events, WSF",Legacy,Original Building Donor - 2014,Stewardship Letters,Tax Status,Echo Award,Date added,Solicit codes,Professional Advisors,Prospect Type,Transformational Donor
1996.MID.01528,Individual,Individual (No start date - No end date),20,20,One-time gift,11/16/2006,20,One-time gift,11/16/2006,20,One-time gift,11/16/2006,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
101,Individual,Individual (No start date - No end date),20,20,One-time gift,4/19/2007,20,One-time gift,4/19/2007,20,One-time gift,4/19/2007,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/10/2003,,,,
2014.505,Individual,,20,20,One-time gift,5/23/2014,20,One-time gift,5/23/2014,20,One-time gift,5/23/2014,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,5/28/2014,,,,
2017.1327,Individual,Individual (8/31/2017 - No end date),20,20,One-time gift,8/30/2017,20,One-time gift,8/30/2017,20,One-time gift,8/30/2017,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/31/2017,,,,
2012.1868,Individual,,20,20,One-time gift,10/12/2012,20,One-time gift,10/12/2012,20,One-time gift,10/12/2012,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,10/15/2012,,,,
2010.1418,Individual,,20,20,One-time gift,7/21/2010,20,One-time gift,7/21/2010,20,One-time gift,7/21/2010,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,7/22/2010,,,,
2017.546,Individual,Individual (No start date - No end date),20,20,One-time gift,4/17/2017,20,One-time gift,4/17/2017,20,One-time gift,4/17/2017,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/17/2017,,,,
2022.425,Individual,,20,20,One-time gift,3/29/2022,20,One-time gift,3/29/2022,20,One-time gift,3/29/2022,,,,,Unknown,0,Higher giving potential,,,,,,,,,,,,,,,0,,,,,3/29/2022,,,,
1999.MID.04277,Individual,,20,20,One-time gift,1/20/1999,20,One-time gift,1/20/1999,20,One-time gift,1/20/1999,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,2/1/1999,,,,
2809,Individual,,20,20,One-time gift,3/14/2006,20,One-time gift,3/14/2006,20,One-time gift,3/14/2006,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,3/14/2006,,,,
1999.MID.04836,Individual,,20,20,One-time gift,11/12/1999,20,One-time gift,11/12/1999,20,One-time gift,11/12/1999,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/15/1999,,,,
2012.1598,Individual,Individual (No start date - No end date),20,20,One-time gift,11/9/2020,20,One-time gift,11/9/2020,20,One-time gift,11/9/2020,,,,,Female,0,Lapsed donor,,,,,,,,2012 Community Meeting (No date),,,,,,,0,,,,,9/14/2012,,,,
2010.1776,Individual,,20,20,One-time gift,10/18/2010,20,One-time gift,10/18/2010,20,One-time gift,10/18/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/18/2010,,,,
2296,Individual,,20,20,One-time gift,11/29/2005,20,One-time gift,11/29/2005,20,One-time gift,11/29/2005,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/15/2005,,,,
2009.397,Individual,,20,20,One-time gift,4/15/2009,20,One-time gift,4/15/2009,20,One-time gift,4/15/2009,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/17/2009,,,,
2010.803,Individual,,20,20,One-time gift,5/23/2010,20,One-time gift,5/23/2010,20,One-time gift,5/23/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/24/2010,,,,
2012.1751,Individual,,20,20,One-time gift,10/5/2012,20,One-time gift,10/5/2012,20,One-time gift,10/5/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/8/2012,,,,
1999.MID.04788,Individual,,20,20,One-time gift,10/18/1999,20,One-time gift,10/18/1999,20,One-time gift,10/18/1999,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/21/1999,,,,
2015.104,Individual,,20,20,One-time gift,1/25/2015,20,One-time gift,1/25/2015,20,One-time gift,1/25/2015,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/28/2015,,,,
2015.817,Individual,,20,20,One-time gift,6/19/2015,20,One-time gift,6/19/2015,20,One-time gift,6/19/2015,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,6/22/2015,,,,
1998.MID.03689,Individual,Individual (No start date - No end date),20,20,One-time gift,10/26/1998,20,One-time gift,10/26/1998,20,One-time gift,10/26/1998,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/3/1998,,,,
2011.494,Individual,,20,20,One-time gift,4/11/2011,20,One-time gift,4/11/2011,20,One-time gift,4/11/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/12/2011,,,,
2015.812,Individual,,20,20,One-time gift,6/19/2015,20,One-time gift,6/19/2015,20,One-time gift,6/19/2015,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/22/2015,No WSF Enews,,,
2011.892,Individual,,20,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/26/2011,,,,
2010.1102,Individual,,20,20,One-time gift,6/19/2010,20,One-time gift,6/19/2010,20,One-time gift,6/19/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/21/2010,,,,
2012.433,Individual,,20,20,One-time gift,4/13/2012,20,One-time gift,4/13/2012,20,One-time gift,4/13/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/16/2012,,,,
2009.153,Individual,,20,20,One-time gift,10/20/2009,20,One-time gift,10/20/2009,20,One-time gift,10/20/2009,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/26/2009,,,,
2010.1047,Individual,Grant Requestor / Recipient - Student (No start date - No end date),20,20,One-time gift,12/17/2014,20,One-time gift,12/17/2014,20,One-time gift,12/17/2014,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/16/2010,,,,
2735,Individual,,20,20,One-time gift,2/24/2006,20,One-time gift,2/24/2006,20,One-time gift,2/24/2006,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,2/24/2006,,,,
2008.44,Individual,,20,20,One-time gift,12/27/2007,20,One-time gift,12/27/2007,20,One-time gift,12/27/2007,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/9/2008,,,,
2006.3744,Individual,,20,20,One-time gift,12/19/2006,20,One-time gift,12/19/2006,20,One-time gift,12/19/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/22/2006,,,,
2286,Individual,,20,20,One-time gift,11/28/2005,20,One-time gift,11/28/2005,20,One-time gift,11/28/2005,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,12/15/2005,,,,
2006.3784,Individual,Individual (No start date - No end date),20,20,One-time gift,12/21/2006,20,One-time gift,12/21/2006,20,One-time gift,12/21/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/28/2006,,,,
2008.1757,Individual,,20,20,One-time gift,10/28/2008,20,One-time gift,10/28/2008,20,One-time gift,10/28/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/31/2008,,,,
2010.1866,Individual,,20,20,One-time gift,11/1/2010,20,One-time gift,11/1/2010,20,One-time gift,11/1/2010,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/2/2010,,,,
2011.377,Individual,,20,20,One-time gift,3/25/2011,20,One-time gift,3/25/2011,20,One-time gift,3/25/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/28/2011,,,,
948,Individual,,20,20,One-time gift,10/4/2004,20,One-time gift,10/4/2004,20,One-time gift,10/4/2004,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/8/2004,,,,
2014.163,Individual,,20,20,One-time gift,3/13/2014,20,One-time gift,3/13/2014,20,One-time gift,3/13/2014,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/14/2014,,,,
2010.1387,Individual,,20,20,One-time gift,7/16/2010,20,One-time gift,7/16/2010,20,One-time gift,7/16/2010,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/19/2010,,,,
2017.643,Individual,Individual (No start date - No end date),20,20,One-time gift,5/10/2017,20,One-time gift,5/10/2017,20,One-time gift,5/10/2017,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/10/2017,,,,
2001.MID.06017,Individual,,20,20,One-time gift,9/21/2001,20,One-time gift,9/21/2001,20,One-time gift,9/21/2001,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/21/2001,,,,
2013.527,Individual,,20,20,One-time gift,5/11/2013,20,One-time gift,5/11/2013,20,One-time gift,5/11/2013,,,,,Unknown,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,5/13/2013,,,,
2019.1031,Individual,Individual (8/1/2019 - No end date),20,20,One-time gift,7/25/2019,20,One-time gift,7/25/2019,20,One-time gift,7/25/2019,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,8/1/2019,,,,
2013.53,Individual,,20,20,One-time gift,5/12/2013,20,One-time gift,5/12/2013,20,One-time gift,5/12/2013,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/13/2013,,,,
1998.MID.02973,Individual,,20,20,One-time gift,4/2/1998,20,One-time gift,4/2/1998,20,One-time gift,4/2/1998,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/2/1998,,,,
1998.MID.03032,Individual,,20,20,One-time gift,4/24/1998,20,One-time gift,4/24/1998,20,One-time gift,4/24/1998,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/24/1998,,,,
2012.44,Individual,,20,20,One-time gift,4/14/2012,20,One-time gift,4/14/2012,20,One-time gift,4/14/2012,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/16/2012,No WSF Enews,,,
2769,Individual,,20,20,One-time gift,3/2/2006,20,One-time gift,3/2/2006,20,One-time gift,3/2/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/7/2006,,,,
2001.MID.06019,Individual,,20,20,One-time gift,9/21/2001,20,One-time gift,9/21/2001,20,One-time gift,9/21/2001,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/21/2001,,,,
2010.579,Individual,,20,20,One-time gift,5/6/2010,20,One-time gift,5/6/2010,20,One-time gift,5/6/2010,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/7/2010,,,,
2008.402,Individual,,20,20,One-time gift,4/1/2008,20,One-time gift,4/1/2008,20,One-time gift,4/1/2008,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/2/2008,,,,
2008.1367,Individual,,20,20,One-time gift,9/18/2008,20,One-time gift,9/18/2008,20,One-time gift,9/18/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/23/2008,,,,
2008.154,Individual,Prospect (No start date - No end date),20,20,One-time gift,2/6/2008,20,One-time gift,2/6/2008,20,One-time gift,2/6/2008,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,2/8/2008,,,Women's Fund (2/8/2016),
2010.194,Individual,,20,20,One-time gift,11/19/2010,20,One-time gift,11/19/2010,20,One-time gift,11/19/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/23/2010,,,,
2011.1424,Individual,,20,20,One-time gift,8/17/2011,20,One-time gift,8/17/2011,20,One-time gift,8/17/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/17/2011,,,,
2013.1258,Individual,,20,20,One-time gift,8/26/2013,20,One-time gift,8/26/2013,20,One-time gift,8/26/2013,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/27/2013,,,,
2008.1061,Individual,,20,20,One-time gift,9/2/2008,20,One-time gift,9/2/2008,20,One-time gift,9/2/2008,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/2/2008,,,,
1999.MID.04717,Individual,,20,20,One-time gift,9/8/1999,20,One-time gift,9/8/1999,20,One-time gift,9/8/1999,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,9/9/1999,,,,
2020.1648,Individual,Individual (11/16/2020 - No end date),20,20,One-time gift,11/10/2020,20,One-time gift,11/10/2020,20,One-time gift,11/10/2020,,,,,Female,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,11/16/2020,,,,
2003.MID.07322,Individual,,20,20,One-time gift,1/16/2003,20,One-time gift,1/16/2003,20,One-time gift,1/16/2003,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/21/2003,,,,
2021.1596,Individual,,20,20,One-time gift,11/15/2021,20,One-time gift,11/15/2021,20,One-time gift,11/15/2021,,,,,Unknown,1,Higher giving potential;At risk donor,,,,,,,,,,,,,,,0,,,,,11/15/2021,,,,
2012.1916,Individual,,20,20,One-time gift,10/19/2012,20,One-time gift,10/19/2012,20,One-time gift,10/19/2012,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/22/2012,,,,
2017.626,Individual,Individual (No start date - No end date),20,20,One-time gift,5/4/2017,20,One-time gift,5/4/2017,20,One-time gift,5/4/2017,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/5/2017,,,,
2015.814,Individual,,20,20,One-time gift,6/20/2015,20,One-time gift,6/20/2015,20,One-time gift,6/20/2015,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/22/2015,,,,
2014.506,Individual,,20,20,One-time gift,5/23/2014,20,One-time gift,5/23/2014,20,One-time gift,5/23/2014,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/28/2014,,,,
2020.38,Individual,Individual (1/10/2020 - No end date),20,20,One-time gift,1/10/2020,20,One-time gift,1/10/2020,20,One-time gift,1/10/2020,,,,,Female,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,1/10/2020,,,,
2008.183,Individual,,20,20,One-time gift,11/10/2008,20,One-time gift,11/10/2008,20,One-time gift,11/10/2008,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/12/2008,,,,
2001.MID.05643,Individual,,20,20,One-time gift,3/19/2001,20,One-time gift,3/19/2001,20,One-time gift,3/19/2001,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/20/2001,,,,
2012.1632,Individual,,20,20,One-time gift,9/18/2012,20,One-time gift,9/18/2012,20,One-time gift,9/18/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/18/2012,,,,
2012.485,Individual,,20,20,One-time gift,4/18/2012,20,One-time gift,4/18/2012,20,One-time gift,4/18/2012,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/19/2012,,,,
2011.1807,Individual,,20,20,One-time gift,10/3/2011,20,One-time gift,10/3/2011,20,One-time gift,10/3/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/5/2011,,,,
2012.1927,Individual,,20,20,One-time gift,10/23/2012,20,One-time gift,10/23/2012,20,One-time gift,10/23/2012,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/24/2012,,,,
2009.399,Individual,,20,20,One-time gift,4/15/2009,20,One-time gift,4/15/2009,20,One-time gift,4/15/2009,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/17/2009,,,,
2000.MID.04994,Individual,,20,20,One-time gift,2/4/2000,20,One-time gift,2/4/2000,20,One-time gift,2/4/2000,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,2/8/2000,,,,
2017.653,Individual,,20,20,One-time gift,5/15/2017,20,One-time gift,5/15/2017,20,One-time gift,5/15/2017,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/16/2017,,,,
2021.298,Individual,Individual (4/16/2021 - No end date),20,20,One-time gift,4/12/2021,20,One-time gift,4/12/2021,20,One-time gift,4/12/2021,,,,,Male,0,Lapsing donor,,,,,,,,,,,,,,,0,,,,,4/16/2021,No WSF Enews,,,
2010.2146,Individual,,20,20,One-time gift,12/31/2010,20,One-time gift,12/31/2010,20,One-time gift,12/31/2010,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/31/2010,,,,
2011.1554,Individual,,20,20,One-time gift,8/31/2011,20,One-time gift,8/31/2011,20,One-time gift,8/31/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/1/2011,,,,
2014.1338,Individual,,20,20,One-time gift,11/21/2014,20,One-time gift,11/21/2014,20,One-time gift,11/21/2014,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/25/2014,,,,
2447,Individual,,20,20,One-time gift,12/14/2005,20,One-time gift,12/14/2005,20,One-time gift,12/14/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/5/2006,,,,
2002.MID.06918,Individual,,20,20,One-time gift,6/14/2002,20,One-time gift,6/14/2002,20,One-time gift,6/14/2002,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,6/17/2002,,,,
2011.877,Individual,,20,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/26/2011,,,,
2009.318,Individual,,20,20,One-time gift,4/3/2009,20,One-time gift,4/3/2009,20,One-time gift,4/3/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/6/2009,,,,
2349,Individual,,20,20,One-time gift,12/19/2005,20,One-time gift,12/19/2005,20,One-time gift,12/19/2005,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/20/2005,,,,
2011.2008,Individual,,20,20,One-time gift,12/7/2011,20,One-time gift,12/7/2011,20,One-time gift,12/7/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/7/2011,,,,
2020.571,Individual,Individual (5/2/2020 - No end date),20,20,One-time gift,4/22/2020,20,One-time gift,4/22/2020,20,One-time gift,4/22/2020,,,,,Male,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,5/2/2020,,,,
2015.412,Individual,,20,20,One-time gift,4/20/2015,20,One-time gift,4/20/2015,20,One-time gift,4/20/2015,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/21/2015,,,,
2002.MID.07067,Individual,,20,20,One-time gift,9/19/2002,20,One-time gift,9/19/2002,20,One-time gift,9/19/2002,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/19/2002,,,,
2753,Individual,,20,20,One-time gift,3/1/2006,20,One-time gift,3/1/2006,20,One-time gift,3/1/2006,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,3/1/2006,,,,
2002.MID.06919,Individual,,20,20,One-time gift,6/14/2002,20,One-time gift,6/14/2002,20,One-time gift,6/14/2002,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,6/17/2002,,,,
2358,Individual,,20,20,One-time gift,12/19/2005,20,One-time gift,12/19/2005,20,One-time gift,12/19/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/21/2005,,,,
2011.1474,Individual,,20,20,One-time gift,4/21/2014,20,One-time gift,4/21/2014,20,One-time gift,4/21/2014,,,,,Unknown,0,Lost donor,,,YGA - Alumni Member (No date),,,,,,,,,,,,0,,,,,8/23/2011,No CLF Appeal,,,
2003.MID.07323,Individual,,20,20,One-time gift,1/16/2003,20,One-time gift,1/16/2003,20,One-time gift,1/16/2003,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/21/2003,,,,
2010.506,Individual,Individual (No start date - No end date),20,20,One-time gift,4/27/2010,20,One-time gift,4/27/2010,20,One-time gift,4/27/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/29/2010,,,Women's Fund (2/8/2016),
2012.1794,Individual,,20,20,One-time gift,10/9/2012,20,One-time gift,10/9/2012,20,One-time gift,10/9/2012,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,10/9/2012,,,,
2009.424,Individual,,20,20,One-time gift,4/20/2009,20,One-time gift,4/20/2009,20,One-time gift,4/20/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/22/2009,,,,
2003.MID.07294,Individual,,20,20,One-time gift,12/31/2002,20,One-time gift,12/31/2002,20,One-time gift,12/31/2002,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/10/2003,,,,
2017.1357,Individual,Individual (9/8/2017 - No end date),20,20,One-time gift,9/8/2017,20,One-time gift,9/8/2017,20,One-time gift,9/8/2017,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/8/2017,,,,
2007.409,Individual,Individual (No start date - No end date),20,20,One-time gift,4/25/2007,20,One-time gift,4/25/2007,20,One-time gift,4/25/2007,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/27/2007,,,,
2012.484,Individual,,20,20,One-time gift,4/18/2012,20,One-time gift,4/18/2012,20,One-time gift,4/18/2012,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/19/2012,,,,
2009.1582,Individual,,20,20,One-time gift,11/3/2009,20,One-time gift,11/3/2009,20,One-time gift,11/3/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/6/2009,,,,
2015.972,Individual,,20,20,One-time gift,7/16/2015,20,One-time gift,7/16/2015,20,One-time gift,7/16/2015,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/16/2015,,,,
2010.761,Individual,,20,20,One-time gift,5/18/2010,20,One-time gift,5/18/2010,20,One-time gift,5/18/2010,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/19/2010,,,,
2000.MID.05503,Individual,,20,20,One-time gift,11/29/2000,20,One-time gift,11/29/2000,20,One-time gift,11/29/2000,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/29/2000,,,,
2009.745,Individual,,20,20,One-time gift,6/24/2009,20,One-time gift,6/24/2009,20,One-time gift,6/24/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/26/2009,,,,
2001.MID.06234,Individual,,20,20,One-time gift,12/10/2001,20,One-time gift,12/10/2001,20,One-time gift,12/10/2001,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/12/2001,,,,
2001.MID.06065,Individual,,20,20,One-time gift,10/3/2001,20,One-time gift,10/3/2001,20,One-time gift,10/3/2001,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/4/2001,,,,
2008.1995,Individual,,20,20,One-time gift,12/15/2008,20,One-time gift,12/15/2008,20,One-time gift,12/15/2008,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/18/2008,,,,
1996.MID.01672,Individual,Professional Advisor (No start date - No end date),20,20,One-time gift,10/26/2010,20,One-time gift,10/26/2010,20,One-time gift,10/26/2010,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
2002.MID.06940,Individual,,20,20,One-time gift,7/2/2002,20,One-time gift,7/2/2002,20,One-time gift,7/2/2002,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/2/2002,,,,
2006.3714,Individual,Individual (No start date - No end date),20,20,One-time gift,12/14/2006,20,One-time gift,12/14/2006,20,One-time gift,12/14/2006,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/18/2006,,,,
2011.118,Individual,,20,20,One-time gift,1/26/2011,20,One-time gift,1/26/2011,20,One-time gift,1/26/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/27/2011,,,,
2002.MID.06848,Individual,,20,20,One-time gift,6/6/2002,20,One-time gift,6/6/2002,20,One-time gift,6/6/2002,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/7/2002,,,,
390,Individual,,20,20,One-time gift,12/15/2003,20,One-time gift,12/15/2003,20,One-time gift,12/15/2003,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/16/2003,,,,
1789,Individual,Volunteer (No start date - No end date);Fundholder Portal Access (9/8/2021 - 12/31/2099),19,5,One-time gift,6/27/2005,14,One-time gift,4/26/2018,14,One-time gift,4/26/2018,,Email,10/20/2022,,Female,0,Lapsed donor,,,,1,,,,2018 Student Aid Breakfast (7/24/2018),,,,,,,0,,,,,10/21/1998,,,,
2013.443,Individual,,18,18,One-time gift,5/1/2013,18,One-time gift,5/1/2013,18,One-time gift,5/1/2013,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,5/1/2013,,,,
2012.376,Individual,,18,18,One-time gift,4/11/2012,18,One-time gift,4/11/2012,18,One-time gift,4/11/2012,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/11/2012,,,,
2013.461,Individual,,18,18,One-time gift,5/2/2013,18,One-time gift,5/2/2013,18,One-time gift,5/2/2013,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/3/2013,,,,
2016.826,Individual,Individual (No start date - No end date),18,18,One-time gift,6/10/2016,18,One-time gift,6/10/2016,18,One-time gift,6/10/2016,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,6/13/2016,,,,
2012.275,Individual,,18,18,One-time gift,4/9/2012,18,One-time gift,4/9/2012,18,One-time gift,4/9/2012,,,,,Unknown,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/9/2012,,,,
1830,Individual,,17.5,17.5,One-time gift,7/25/2005,17.5,One-time gift,7/25/2005,17.5,One-time gift,7/25/2005,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,7/27/2005,,,,
2007.2101,Organization,Grant Requestor / Recipient (No start date - No end date);Grant Payee (No start date - No end date),15.93,15.93,One-time gift,3/27/2019,15.93,One-time gift,3/27/2019,15.93,One-time gift,3/27/2019,,,,,,0,Lapsed donor,,,,,,,,,,,,,,,0,,,501 (c)(3) Public Charity (No date),,10/6/2007,,,,
2011.1014,Individual,,15,15,One-time gift,6/9/2011,15,One-time gift,6/9/2011,15,One-time gift,6/9/2011,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,6/9/2011,,,,
2006.3694,Individual,Individual (No start date - No end date),15,15,One-time gift,12/11/2006,15,One-time gift,12/11/2006,15,One-time gift,12/11/2006,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,12/13/2006,,,,
